EventID,Location,SGNetCode,Transect,Quadrat,Species,Date,Time,Percent_Cover,Density_Source,Density_ZM_field,Shoot Density_0.25m2,Canopy Height,Flowers,Fruits,Shoot Count (core),Leaf weight (g),Sheath weight (g),Roots+rhizome (g),Grazing Evidence,Epiphytes,Wasting,Tidal Depth,Distance to Edge Left,Distance to Edge Center,Distance to Edge Right,Distance to Last Shoot Left,Distance to Last Shoot Center,Distance to Last Shoot Right,Salinity,Sediment Type Left,Sediment Type Center,Sediment Type Right,QC notes,Certified_By,Certified_Date,data_source
CACO_DH_A_ESG_8/21/2005,Duck Harbor Beach,MA20.1,A,6,ZM,8/21/05,6:30,100,BL,53,212,52,0,4,7,0.7041,0.002,0.4024,N,High,Low,Low,62.8,49.1,58.4,85.9,51.6,58.4,30.4,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/21/2005,Duck Harbor Beach,MA20.1,A,7,ZM,8/21/05,6:30,90,BL,42,168,43,0,2,9,1.1717,0.0173,0.3557,N,High,Low,Low,62.8,49.1,58.4,85.9,51.6,58.4,30.4,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/21/2005,Duck Harbor Beach,MA20.1,A,8,ZM,8/21/05,6:30,85,BL,33,132,32,0,0,6,0.6161,0.0105,0.1672,N,High,Low,Low,62.8,49.1,58.4,85.9,51.6,58.4,30.4,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/21/2005,Duck Harbor Beach,MA20.1,A,9,ZM,8/21/05,6:30,30,BL,3,12,30,0,12,5,0.6146,0.0448,0.2926,N,High,High,Low,62.8,49.1,58.4,85.9,51.6,58.4,30.4,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/21/2005,Duck Harbor Beach,MA20.1,A,10,ZM,8/21/05,6:30,100,BL,75,300,33,0,11,2,0.2836,0.016,0.3572,N,Low,High,Low,62.8,49.1,58.4,85.9,51.6,58.4,30.4,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/21/2005,Duck Harbor Beach,MA20.1,A,11,ZM,8/21/05,6:30,25,BL,7,28,30,0,2,4,0.5651,0.0555,0.4958,N,Low,High,Low,62.8,49.1,58.4,85.9,51.6,58.4,30.4,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/21/2005,Duck Harbor Beach,MA20.1,A,12,ZM,8/21/05,6:30,75,BL,12,48,39,0,0,2,0.1949,0,0.561,N,High,High,Low,62.8,49.1,58.4,85.9,51.6,58.4,30.4,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,1,ZM,8/21/05,6:30,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,2,ZM,8/21/05,6:30,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,3,ZM,8/21/05,6:30,85,BL,65,260,36,0,7,10,0.8995,0.0173,0.6738,N,High,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,4,ZM,8/21/05,6:30,75,BL,81,324,30,0,32,6,1.6553,0.0903,0.6012,N,Low,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,5,ZM,8/21/05,6:30,90,BL,65,260,41,0,2,7,1.5436,0.0953,0.5839,N,High,Low,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,6,ZM,8/21/05,6:30,100,BL,65,260,35,0,15,7,0.9682,0.0218,0.3851,N,High,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,7,ZM,8/21/05,6:30,100,BL,63,252,46,0,16,8,2.2267,0.1302,1.2575,N,Low,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,8,ZM,8/21/05,6:30,100,BL,80,320,42,0,13,7,2.4301,0.0242,0.5131,N,Low,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,9,ZM,8/21/05,6:30,100,BL,79,316,36,0,20,5,1.0743,0.016,0.4697,N,Low,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,10,ZM,8/21/05,6:30,100,BL,74,296,34,0,16,12,2.0215,0.0275,0.7022,N,High,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,11,ZM,8/21/05,6:30,35,BL,1,4,44,0,0,7,1.0774,0.1058,0.7966,N,Low,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_8/21/2005,Duck Harbor Beach,MA20.1,B,12,ZM,8/21/05,6:30,90,BL,70,280,26,0,10,8,1.528,0.057,2.0894,N,Low,High,Low,,,,,,,,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,1,ZM,8/21/05,6:30,1,BL,1,4,24,0,0,1,0.0797,0.0014,0.3684,N,High,High,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,2,ZM,8/21/05,6:30,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,3,ZM,8/21/05,6:30,20,BL,3,12,33,0,0,2,0.3569,0,0.0699,N,Low,Low,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,4,ZM,8/21/05,6:30,100,BL,57,228,48,0,5,5,0.9833,0.0737,0.1376,N,Low,Low,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,5,ZM,8/21/05,6:30,100,BL,52,208,55,0,10,4,1.3186,0.1599,0.5273,N,High,High,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,6,ZM,8/21/05,6:30,100,BL,76,304,46,0,3,8,1.9465,0.0985,0.5828,N,High,High,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,7,ZM,8/21/05,6:30,15,BL,34,136,41,0,0,3,0.3998,0.0126,0.0903,N,Low,High,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,8,ZM,8/21/05,6:30,80,BL,46,184,44,0,2,7,1.5735,0.0827,1.127,N,High,Low,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,9,ZM,8/21/05,6:30,45,BL,61,244,28,0,2,7,0.9117,0.0428,0.6162,N,High,Low,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,10,ZM,8/21/05,6:30,75,BL,42,168,38,0,2,6,1.3686,0.053,0.559,N,High,Low,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,11,ZM,8/21/05,6:30,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_8/21/2005,Duck Harbor Beach,MA20.1,C,12,ZM,8/21/05,6:30,5,BL,10,40,35,0,0,4,0.9395,0.0741,0.2276,N,Low,High,Low,,,,,,,30.5,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,1,ZM,7/14/06,9:00,100,BL,71,284,36,0,20,8,0.7185,0.0392,0.807,N,High,High,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,2,ZM,7/14/06,9:00,80,BL,60,240,36,0,20,12,2.5963,0.0578,1.0806,N,High,High,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,3,ZM,7/14/06,9:00,100,BL,58,232,48,0,51,11,2.1871,0.1352,0.7022,N,High,High,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,4,ZM,7/14/06,9:00,100,BL,52,208,38,0,12,12,3.2493,0.1447,0.5549,N,High,High,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,5,ZM,7/14/06,9:00,80,BL,33,132,40,0,19,18,2.1973,0.0464,0.8998,N,High,High,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,6,ZM,7/14/06,9:00,100,BL,77,308,35,0,13,18,3.4742,0.0747,0.6114,N,High,Low,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,7,ZM,7/14/06,9:00,85,BL,66,264,23,0,36,6,0.8582,0.0558,0.5247,N,High,Low,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,8,ZM,7/14/06,9:00,80,BL,62,248,28,0,25,8,0.6893,0.0169,0.9571,N,High,Low,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,9,ZM,7/14/06,9:00,65,BL,17,68,18,0,3,14,1.8273,0.0299,0.4848,N,Low,Low,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,10,ZM,7/14/06,9:00,95,BL,87,348,23,0,9,5,0.5681,0.0325,0.6218,N,High,High,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,11,ZM,7/14/06,9:00,20,BL,29,116,23,0,1,10,1.7823,0.0975,0.4505,N,High,High,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/14/2006,Duck Harbor Beach,MA20.1,A,12,ZM,7/14/06,9:00,15,BL,15,60,15,0,0,3,0.456,0,0.108,N,High,Low,Low,66.2,44.2,59.9,66.2,44.2,59.9,30.1,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,1,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,2,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,3,ZM,7/14/06,7:00,95,BL,90,360,28,0,18,10,2.2425,0.0777,1.5656,N,Low,Low,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,4,ZM,7/14/06,7:00,0,,0,0,,0,0,8,1.5346,0.0881,1.1002,,,,Low,,,,,,,30,sand,sand,sand,"check field sheet. Zero denisty recored, but percent cover > 0. Biomass collected","Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,5,ZM,7/14/06,7:00,80,BL,56,224,27,0,15,7,1.3001,0.0355,0.7052,N,Low,Low,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,6,ZM,7/14/06,7:00,90,BL,59,236,26,0,23,5,1.226,0.0268,0.4088,N,Low,Low,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,7,ZM,7/14/06,7:00,80,BL,52,208,33,0,22,9,1.2378,0.0407,0.5861,N,Low,High,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,8,ZM,7/14/06,7:00,90,BL,88,352,25,0,27,5,1.3706,0.0487,0.3939,N,High,High,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,9,ZM,7/14/06,7:00,80,BL,51,204,30,0,9,5,0.2407,0.0108,0.2039,N,High,High,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,10,ZM,7/14/06,7:00,10,BL,10,40,15,0,0,7,0.5759,0.0177,0.1809,N,High,Low,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,11,ZM,7/14/06,7:00,65,BL,27,108,35,0,6,13,0.8795,0.0124,0.7153,N,High,Low,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/14/2006,Duck Harbor Beach,MA20.1,B,12,ZM,7/14/06,7:00,100,BL,82,328,24,0,26,9,0.7684,0.0337,0.9101,N,High,Low,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,1,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,2,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,3,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,4,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,5,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,6,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,7,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,8,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,9,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,10,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,11,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/14/2006,Duck Harbor Beach,MA20.1,C,12,ZM,7/14/06,7:00,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,1,ZM,8/2/07,8:00,90,BL,72,288,25,0,0,16,1.2765,0.043,0.6315,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,2,ZM,8/2/07,8:00,100,BL,86,344,50,0,7,10,2.041,0.079,0.769,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,3,ZM,8/2/07,8:00,100,BL,99,396,40,0,30,21,2.0475,0.079,0.6249,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,4,ZM,8/2/07,8:00,100,BL,68,272,44,0,4,9,0.8525,0.0359,0.5118,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,5,ZM,8/2/07,8:00,100,BL,59,236,35,0,22,13,1.2917,0.0948,0.6567,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,6,ZM,8/2/07,8:00,95,BL,88,352,25,0,9,10,0.7087,0.0083,0.454,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,7,ZM,8/2/07,8:00,50,BR,53,212,19,0,12,9,0.4244,0.0117,0.2567,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_8/2/2007,Duck Harbor Beach,MA20.1,A,8,ZM,8/2/07,8:00,65,BL,64,256,16,0,10,4,0.2816,0.0153,0.5335,N,High,High,Low,63.6,42,53.4,63.6,42,56.7,30.8,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
