"STATION","NAME","DATE","AWND","WDF2","WSF2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-24","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-25","4.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-26","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-27","3.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-28","3.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-29","4.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-30","6.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-03-31","11.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-01","6.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-02","6.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-03","4.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-04","8.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-05","10.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-06","7.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-07","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-08","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-09","4.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-10","3.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-11","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-12","6.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-13","10.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-14","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-15","3.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-16","7.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-17","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-18","4.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-19","3.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-20","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-21","3.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-22","7.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-23","4.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-24","4.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-25","6.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-26","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-27","6.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-28","9.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-29","7.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-04-30","8.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-01","7.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-02","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-03","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-04","7.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-05","7.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-06","4.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-07","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-08","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-09","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-10","6.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-11","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-12","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-13","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-14","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-15","7.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-16","6.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-17","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-18","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-19","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-20","4.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-21","4.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-22","7.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-23","6.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-24","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-25","3.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-26","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-27","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-28","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-29","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-30","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-05-31","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-01","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-02","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-03","5.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-04","3.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-05","3.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-06","6.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-07","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-08","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-09","8.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-10","7.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-11","6.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-12","6.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-13","3.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-14","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-15","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-16","5.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-17","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-18","4.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-19","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-20","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-21","2.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-22","4.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-23","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-24","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-25","6.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-26","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-27","3.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-28","6.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-29","7.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-06-30","7.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-01","4.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-02","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-03","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-04","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-05","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-06","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-07","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-08","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-09","4.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-10","4.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-11","3.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-12","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-13","4.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-14","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-15","6.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-16","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-17","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-18","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-19","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-20","6.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-21","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-22","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-23","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-24","6.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-25","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-26","7.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-27","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-28","4.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-29","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-30","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-07-31","4.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-01","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-02","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-03","6.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-04","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-05","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-06","6.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-07","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-08","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-09","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-10","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-11","6.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-12","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-13","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-14","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-15","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-16","6.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-17","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-18","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-19","4.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-20","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-21","4.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-22","7.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-23","7.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-24","6.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-25","6.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-26","4.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-27","4.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-28","4.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-29","6.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-30","4.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08-31","6.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-01","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-02","5.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-03","4.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-04","4.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-05","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-06","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-07","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-08","3.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-09","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-10","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-11","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-12","3.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-13","3.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-14","4.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-15","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-16","5.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-17","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-18","6.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-19","9.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-20","9.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-21","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-22","3.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-23","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-24","5.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-25","6.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-26","7.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-27","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-28","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-29","6.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09-30","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-01","7.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-02","7.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-03","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-04","10.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-05","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-06","4.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-07","5.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-08","7.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-09","6.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-10","6.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-11","6.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-12","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-13","5.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-14","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-15","2.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-16","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-17","3.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-18","3.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-19","4.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-20","4.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-21","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-22","7.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-23","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-24","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-25","7.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-26","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-27","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-28","8.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-29","6.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-30","5.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10-31","6.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-01","3.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-02","4.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-03","6.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-04","6.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-05","7.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-06","10.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-07","8.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-08","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-09","6.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-10","7.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-11","8.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-12","9.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-13","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-14","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-15","3.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-16","3.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-17","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-18","8.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-19","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-20","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-21","9.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-22","8.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-23","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-24","6.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-25","4.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-26","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-27","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-28","3.7",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-29","4.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11-30","4.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-01","7.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-02","7.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-03","6.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-04","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-05","7.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-06","7.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-07","5.5",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-08","4.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-09","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-10","5.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-11","6.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-12","3.4",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-13","5.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-14","6.2",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-15","6.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-16","7.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-17","8.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-18","6.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-19","4.8",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-20","4.0",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-21","6.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-22","5.6",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-23","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-24","5.3",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-25","5.9",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-26","5.1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12-27","6.2",,
